2822,-8373,-11193,2774,7008,-9783,2905,2590,3370,1020
2830,-8364,-11193,2767,7011,-9778,2900,2586,3371,1024
2846,-8357,-11202,2755,7024,-9780,2891,2579,3369,1024
2832,-8362,-11193,2764,7012,-9778,2892,2577,3370,1031
2823,-8360,-11183,2768,7002,-9771,2891,2572,3366,1027
2829,-8353,-11181,2762,7004,-9767,2881,2569,3368,1032
2838,-8349,-11185,2755,7011,-9767,2876,2567,3367,1035
2844,-8349,-11192,2751,7017,-9770,2870,2560,3363,1036
2848,-8347,-11194,2749,7020,-9770,2868,2558,3362,1040
2856,-8343,-11198,2743,7026,-9771,2860,2545,3357,1039
2861,-8340,-11201,2739,7030,-9771,2858,2552,3360,1044
2868,-8337,-11204,2734,7035,-9771,2854,2555,3349,1041
2871,-8335,-11204,2732,7037,-9770,2847,2537,3342,1033
2878,-8326,-11203,2724,7040,-9764,2843,2533,3352,1046
2877,-8325,-11201,2723,7039,-9763,2838,2533,3358,1058
2872,-8329,-11200,2727,7036,-9764,2838,2533,3356,1061
2874,-8327,-11200,2726,7036,-9764,2830,2522,3351,1061
2869,-8323,-11191,2726,7030,-9757,2834,2521,3352,1060
2875,-8320,-11194,2722,7034,-9757,2831,2525,3353,1065
2883,-8323,-11205,2719,7044,-9764,2824,2516,3353,1065
2887,-8318,-11204,2715,7045,-9761,2825,2510,3349,1063
2887,-8315,-11201,2714,7043,-9758,2822,2509,3351,1067
2886,-8312,-11198,2712,7042,-9755,2820,2507,3351,1070
2888,-8306,-11192,2708,7040,-9749,2817,2504,3352,1073
2886,-8304,-11189,2709,7037,-9746,2818,2504,3358,1078
2889,-8301,-11190,2705,7039,-9745,2816,2506,3352,1072
2894,-8300,-11192,2703,7042,-9746,2813,2505,3355,1076
2895,-8299,-11193,2701,7043,-9746,2809,2497,3357,1083
2899,-8295,-11193,2697,7046,-9744,2804,2493,3357,1085
2905,-8288,-11191,2691,7047,-9739,2805,2492,3360,1090
2904,-8287,-11190,2691,7046,-9738,2806,2490,3359,1092
2900,-8291,-11190,2695,7045,-9740,2805,2495,3365,1094
2909,-8290,-11197,2690,7052,-9743,2796,2493,3368,1096
2919,-8286,-11204,2683,7061,-9745,2796,2492,3369,1100
2923,-8281,-11202,2678,7062,-9742,2795,2490,3372,1107
2927,-8278,-11205,2675,7066,-9742,2788,2490,3369,1103
2928,-8280,-11207,2676,7067,-9744,2782,2484,3367,1097
2932,-8275,-11206,2670,7069,-9741,2774,2469,3365,1103
2939,-8267,-11204,2663,7071,-9735,2776,2471,3366,1107
2939,-8265,-11203,2662,7070,-9733,2773,2477,3372,1116
2941,-8263,-11203,2661,7072,-9734,2768,2475,3370,1119
2943,-8263,-11205,2659,7074,-9734,2768,2476,3376,1126
2946,-8257,-11202,2655,7073,-9729,2765,2479,3381,1131
2947,-8255,-11201,2654,7073,-9728,2766,2481,3384,1136
2946,-8252,-11196,2653,7070,-9724,2760,2481,3388,1144
2949,-8243,-11191,2646,7070,-9717,2755,2479,3389,1148
2947,-8244,-11190,2649,7067,-9717,2757,2483,3394,1157
2944,-8244,-11187,2649,7065,-9715,2758,2485,3397,1161
2949,-8240,-11188,2645,7068,-9714,2757,2486,3404,1172
2958,-8233,-11189,2637,7073,-9711,2759,2496,3405,1174
2969,-8225,-11193,2627,7081,-9709,2756,2495,3413,1182
2966,-8227,-11192,2630,7079,-9710,2754,2488,3425,1197
2961,-8226,-11186,2632,7073,-9706,2755,2496,3428,1199
2967,-8223,-11190,2628,7078,-9707,2751,2494,3428,1206
2975,-8217,-11191,2620,7083,-9704,2752,2497,3431,1210
2973,-8215,-11187,2620,7079,-9700,2758,2505,3443,1220
2977,-8211,-11187,2617,7082,-9699,2758,2508,3445,1229
2985,-8209,-11193,2612,7088,-9701,2759,2514,3451,1231
2979,-8209,-11188,2615,7083,-9698,2761,2516,3467,1241
2975,-8202,-11176,2613,7075,-9689,2761,2522,3471,1244
2970,-8199,-11168,2614,7069,-9683,2761,2528,3477,1247
2978,-8190,-11167,2605,7072,-9679,2764,2531,3493,1258
2986,-8186,-11171,2600,7078,-9679,2762,2535,3494,1263
2972,-8188,-11160,2608,7065,-9674,2772,2549,3509,1276
2967,-8189,-11155,2610,7061,-9672,2783,2559,3525,1286
2973,-8189,-11161,2607,7067,-9675,2777,2554,3523,1282
2970,-8190,-11160,2610,7064,-9675,2786,2563,3533,1292
2964,-8196,-11159,2615,7061,-9678,2792,2574,3539,1299
2960,-8195,-11154,2617,7056,-9675,2796,2577,3552,1296
2957,-8197,-11153,2620,7054,-9675,2807,2595,3570,1311
2958,-8192,-11149,2616,7053,-9671,2807,2602,3573,1316
2957,-8188,-11145,2615,7051,-9666,2811,2610,3585,1322
2953,-8195,-11147,2620,7049,-9671,2819,2625,3601,1332
2951,-8195,-11145,2622,7047,-9670,2826,2631,3609,1335
2948,-8198,-11145,2625,7046,-9671,2838,2650,3626,1343
2946,-8200,-11145,2626,7045,-9672,2846,2663,3641,1348
2938,-8207,-11143,2634,7040,-9675,2856,2673,3651,1354
2933,-8211,-11142,2639,7037,-9676,2868,2688,3668,1359
2935,-8210,-11144,2637,7039,-9677,2876,2700,3679,1365
2927,-8207,-11132,2640,7029,-9670,2885,2717,3696,1373
2921,-8204,-11123,2641,7021,-9663,2896,2728,3709,1371
2922,-8207,-11127,2642,7024,-9667,2903,2741,3722,1375
2913,-8207,-11120,2647,7016,-9663,2912,2760,3744,1382
2906,-8208,-11113,2651,7009,-9661,2924,2783,3756,1384
2904,-8211,-11114,2653,7008,-9663,2940,2801,3774,1390
2893,-8221,-11113,2663,7003,-9667,2949,2816,3790,1391
2888,-8222,-11109,2667,6998,-9666,2960,2838,3808,1401
2887,-8225,-11111,2668,6999,-9668,2978,2856,3827,1408
2874,-8233,-11105,2679,6989,-9669,2985,2870,3840,1407
2871,-8230,-11099,2678,6985,-9665,3004,2895,3864,1418
2867,-8233,-11099,2682,6983,-9666,3016,2919,3885,1422
2855,-8242,-11096,2693,6975,-9669,3021,2932,3898,1424
2850,-8246,-11095,2697,6972,-9671,3040,2956,3911,1427
2846,-8249,-11093,2701,6969,-9671,3054,2973,3931,1428
2842,-8250,-11091,2704,6966,-9671,3064,2982,3942,1432
2836,-8253,-11087,2708,6961,-9670,3077,3002,3948,1433
2822,-8252,-11072,2714,6946,-9662,3092,3023,3963,1434
2813,-8253,-11065,2720,6938,-9659,3103,3043,3978,1438
2813,-8259,-11072,2722,6942,-9666,3115,3057,3983,1439
2809,-8263,-11071,2727,6939,-9667,3125,3067,3989,1434
